"index","original_content","translated_content"
"4735","So you're saying you ",""
"4737","""heard"" something.",""
"4739","But ",""
"4741","if you were so shocked by",""
"4743","the body,",""
"4746"," you wouldn't hear",""
"4748","anything at all!",""
"4761","The witness did say he",""
"4763","actually heard the time.",""
"4765","It's ludicrous to suggest",""
"4767","he ""wouldn't hear anything""!",""
"4772","Hmm...",""
"4776","I have to agree with",""
"4778","the prosecution.",""
"4782","Witness,",""
"4785"," continue",""
"4787","your testimony.",""
"4805","Are you sure it was a",""
"4807","television ",""
"4809","and not...",""
"4811"," a radio?",""
"4821","Well,",""
"4823"," no, I guess it",""
"4825","might have been a radio.",""
"4830","Incidentally,",""
"4832"," there was",""
"4834","no radio on the premises.",""
"4839","There was only one",""
"4841","large television.",""
"4846","Wright!",""
"4849","I can't put my finger on it,",""
"4852","but something about this seems",""
"4854","fishy.",""
"4856","Something about ",""
"4858","""hearing""",""
"4860","the television...",""
"4865","The witness has testified.",""
"4868","He heard the time.",""
"4887","How do you explain the gap!",""
"4893","Well,",""
"4895"," witness?",""
"4897"," ",""
"4899","Can you explain this?",""
"4918","A...",""
"4920"," video?",""
"4927","Yes,",""
"4929"," that would explain",""
"4931","why the time was wrong!",""
"4937","True,",""
"4939"," true...",""
"4945","Wright!",""
"4947","I think the problem lies",""
"4949","someplace else...",""
"4954","We're agreed that you heard",""
"4956","the time at the scene, then.",""
"4974","Are you sure the voice you",""
"4976","heard said it was 1:00 PM?",""
"4985","Yes,",""
"4987"," I can practically hear",""
"4989","it now.",""
"4991"," It was quite clear.",""
"4996","Mr. Payne,",""
"4998"," has the prosecution",""
"5000","verified this testimony?",""
"5005","My apologies,",""
"5007"," Your Honor.",""
"5009","I, ",""
"5011","too,",""
"5013"," have only just learned",""
"5015","that the witness ""heard""",""
"5017","the time.",""
"5022","Oh,",""
"5024"," I'm really sorry.",""
"5026"," I only",""
"5028","remembered it just now.",""
"5048","Well,",""
"5050"," you just watch it!",""
"5055","(Hmm...",""
"5057"," Not much point",""
"5059","pressing him on that one,",""
"5062","was there?)",""
"5087","Hold it right there!",""
"5091","The prosecution has said",""
"5093"," there",""
"5095","was a blackout ",""
"5097","at the time of",""
"5099","the discovery!",""
"5104","And this record proves it!",""
"5108","bb",""
"5114","...!",""
"5128","You couldn't have heard",""
"5130","a ",""
"5132","television...",""
"5134"," ",""
"5136","or a ",""
"5138","video!",""
"5151","Gah!!!",""
"5157","I...",""
"5159"," well...",""
"5161"," urk!",""
"5170","The defense has a point.",""
"5173","Do you have an explanation",""
"5175","for this,",""
"5177"," Mr. Sahwit?",""
"5184","No, I",""
"5186","...",""
"5188"," I find it quite",""
"5190","puzzling myself! ",""
"5192","Quite!",""
"5195","...",""
"5202","Aah!",""
"5207","W-",""
"5213","wait!",""
"5217","I remember now!",""
"5224","Mr. Sahwit?",""
"5227","The court would prefer to hear",""
"5229","an accurate testimony from the",""
"5231","very beginning.",""
"5234","These constant corrections",""
"5236","are harming your credibility.",""
"5242","That, and you seem",""
"5244","rather...",""
"5246"," distraught.",""
"5258","...!",""
"5261","M-",""
"5264","my apologies,",""
"5266"," Your Honor!",""
"5268","It...",""
"5270"," er,",""
"5272"," it must have",""
"5274","been the shock of finding",""
"5276","the body!",""
"5281","Very well,",""
"5283"," Mr. Sahwit.",""
"5286","Let's hear your testimony",""
"5289","once more please.",""
"5313","-- Hearing the Time --",""
"5330","Actually,",""
"5332"," I didn't ""hear""",""
"5334","the time...",""
"5337"," I ""saw"" it!",""
"5340","There was a table clock in",""
"5342","the apartment,",""
"5344"," wasn't there!",""
"5349","Yeah,",""
"5351"," the murder weapon!",""
"5354","The killer used it to",""
"5356","hit the victim!",""
"5360","That must have",""
"5362","been what I saw.",""
"5375","You saw a clock?",""
"5379","I guess that would explain it.",""
"5384","The defense may cross-",""
"5386","examine the witness.",""
"5392","Gladly.",""
"5417","-- Hearing the Time --",""
"5438","Actually, I didn't ""hear""",""
"5440","the time... I ""saw"" it!",""
"5453","There was a table clock in",""
"5455","the apartment, wasn't there!",""
"5468","Yeah, the murder weapon!",""
"5470","The killer used it to",""
"5472","hit the victim!",""
"5485","That must have",""
"5487","been what I saw.",""
"5498","Now,",""
"5500"," find the contradiction!",""
"5518","That strikes me as a very",""
"5520","suspicious mistake.",""
"5525","Yes,",""
"5527"," I can see how you'd",""
"5529","be a little doubtful...",""
"5532","I'm really sorry.",""
"5534"," I only",""
"5536","just remembered that",""
"5538","table clock!",""
"5544","A ""table clock""?",""
"5564","A ""table clock""?",""
"5568","Was there a clock",""
"5570","at the scene?",""
"5576","This is the first",""
"5578","I've heard of it!",""
"5597","The...",""
"5599"," murder weapon?",""
"5608","Yes,",""
"5610"," the table clock that",""
"5612","was used as a weapon!",""
"5615","That's what I just said.",""
"5617"," Did",""
"5619","you doze off in the middle",""
"5621","of my testimony or something?",""
"5630","(Something's fishy here...)",""
"5651","Why didn't you tell us",""
"5653","that in the first place?",""
"5664","I guess it just",""
"5666","slipped my mind!",""
"5670","I'm not really sure how it",""
"5672","happened myself...",""
"5677","The witness says he saw the",""
"5679","table clock.",""
"5681"," End of story.",""
"5701","Wait just a moment!",""
"5712","The murder weapon wasn't ",""
"5715","a clock.",""
"5717"," ",""
"5722","It was this statue!",""
"5727","Now ",""
"5729","how is this ",""
"5731","supposed",""
"5733","to be a",""
"5735"," clock?",""
"5740","``",""
"5748","Wh",""
"5750","aa!",""
"5752","?",""
"5759","Y-",""
"5761","you with your ""objections,""",""
"5764","and your ""evidence""...",""
"5766"," Just",""
"5768","who do you think you are!?",""
"5774","Just answer the question,",""
"5777","Mr. Sahwit.",""
"5783","Hey,",""
"5786"," I...",""
"5788"," ",""
"5791","I saw it there,",""
"5794"," okay!",""
"5801","That's a clock!",""
"5813","Your Honor!",""
"5817","If I may...",""
"5823","Yes,",""
"5825"," Mr. Payne?",""
"5833","As the witness stated,",""
"5835"," ",""
"5837","this",""
"5839","statue is indeed a clock.",""
"5842","The neck is a switch.",""
"5844"," You just",""
"5846","tilt it,",""
"5848"," and it says the time",""
"5850","out loud.",""
"5853","As it doesn't look like a",""
"5855","clock,",""
"5857"," I submitted it as a",""
"5859","statue.",""
"5861"," My apologies.",""
"5870","I see.",""
"5875","So ",""
"5877","the murder weapon was a",""
"5879","table clock ",""
"5881","after all.",""
"5886","Well,",""
"5888"," Mr. Wright?",""
"5891","It appears that the witness's",""
"5893","testimony was correct.",""
"5896","This is a clock.",""
"5900","Do you have any problems",""
"5902","with his testimony now?",""
"5915","I guess not.",""
"5918","There was a clock on the",""
"5920","scene,",""
"5922"," so,",""
"5924"," no problem.",""
"5933","Wright! ",""
"5936","Are you out",""
"5938","of your mind!?",""
"5940","That clock doesn't look",""
"5942","like a clock at all!",""
"5946","The witness couldn't have",""
"5948","possibly known it was a clock",""
"5950","just by seeing it!",""
"5952","He said himself,",""
"5954"," he never",""
"5956","entered the apartment!",""
"5960","It was in his testimony!",""
"5967","Hey!",""
"5970","You're right!",""
"5975","Is something the matter? ",""
"5978","Does the defense have anything",""
"5980","to add?",""
"5985","Yes...",""
"5989","Yes I do!",""
"6000","Your Honor,",""
"6002"," ",""
"6004","there is",""
"6006","a gaping hole in the",""
"6008","witness's testimony!",""
"6017","The only way ",""
"6019","he could have",""
"6021","known the weapon was a clock",""
"6023","is ",""
"6025","to hold it in his hand.",""
"6029","Yet ",""
"6031","the witness testified",""
"6033","that ",""
"6035","he never entered the",""
"6037","apartment!",""
"6049","Clearly,",""
"6051"," a ",""
"6053","contradiction!",""
"6060","Hmm... ",""
"6062","indeed!",""
"6072","The witness knew it was",""
"6074","a clock,",""
"6076"," because he...",""
"6088","Tell me,",""
"6090"," isn't it true that",""
"6092","you knew the victim?",""
"6097","In fact,",""
"6099"," you were ",""
"6101","one of her",""
"6103","""",""
"6105","sugar daddies""! ",""
"6108","Be frank",""
"6110","with us,",""
"6112"," Mr. Sahwit!",""
"6125","Hmph.",""
"6127","""Frank""? ",""
"6130","I'm always ""Frank""!",""
"6138","Your Honor.",""
"6141","We have complete records of",""
"6143","the victim's relationships.",""
"6145","Mr. Frank Sahwit does",""
"6147","not appear anywhere.",""
"6156","Huh?",""
"6159","Oh, really?",""
"6165","Please,",""
"6167"," Mr. Wright...",""
"6173","Is ""Huh?"" the best response",""
"6175","you can muster up?",""
"6178","Try to refrain from making",""
"6180","off-the-cuff accusations",""
"6182","in the future.",""
"6188","Y-",""
"6190","yes,",""
"6192"," Your Honor.",""
"6197","Let me think this over.",""
"6208","You're lying!",""
"6213","You were ",""
"6215","inside the apartment",""
"6217","on the day of the murder!",""
"6230","Oh yeah? ",""
"6233","Prove it!",""
"6237","Prove I went in there!",""
"6249","I'll do better than that!",""
"6253","I can prove ",""
"6255","you were the one",""
"6257","who killed her!",""
"6263","You struck her with the clock,",""
"6266","and the shock of the blow",""
"6268","triggered the clock's voice!",""
"6281","That ",""
"6283","was the sound ",""
"6285","you heard!",""
"6312","Order in the court!",""
"6315","Intriguing.",""
"6318","Please continue,",""
"6320"," Mr. Wright.",""
"6326","Yes,",""
"6328"," Your Honor.",""
"6341","Mr. Sahwit.",""
"6344","The sound must have left",""
"6346","quite an impression on you.",""
"6361","Understandable,",""
"6363"," since the",""
"6365","murder weapon spoke just as",""
"6367","you hit the victim!",""
"6369","That voice was burned",""
"6371","into your mind.",""
"6378","That's why ",""
"6380","you were so",""
"6382","certain about the time!",""
"6396","W-",""
"6398","w-",""
"6404","what's the meaning",""
"6406","of this?",""
"6411","This is all baseless",""
"6413","conjecture!",""
"6424","Baseless...?",""
"6432","Just look at the",""
"6435","witness's face!",""
"6442","Ngh",""
"6444","...",""
"6446"," g",""
"6448","rrrah!",""
"6455","Would the witness",""
"6457","care to elaborate?",""
"6460","Did you strike the",""
"6462","victim with the clock?",""
"6468","I...",""
"6470"," ",""
"6472","I...",""
"6474","!",""
"6480","That...",""
"6482"," ",""
"6484","that day...",""
"6490","I...",""
"6492"," I never!",""
"6494","Look...",""
"6496"," ",""
"6498","I...",""
"6500"," the clock...",""
"6507","I heard, ",""
"6511","no!",""
"6513","I mean,",""
"6515"," I ",""
"6517","saw...",""
"6523","Saw...",""
"6526"," nggg!",""
"6540","Gwa",""
"6542","aaa",""
"6544","aa",""
"6546","aaa",""
"6548","aaa",""
"6550","ah!",""
"6567","Shutup",""
"6569","shutup",""
"6571","shutup!",""
"6576","I hate you!",""
"6580","I-",""
"6582","it was him,",""
"6584"," I tell you!",""
"6589","I saw him!",""
"6593","H-",""
"6598","he killed her and he",""
"6600","should burn!",""
"6602"," ",""
"6604","Burn!",""
"6608","Give him death!",""
"6631","Order!",""
"6634","Order in the court I say!",""
"6640","Your Honor,",""
"6645","a-",""
"6647","a moment please!",""
"6649","There isn't a shred of",""
"6651","evidence supporting the",""
"6653","defense's claims!",""
"6662","Mr. Wright!",""
"6667","Your Honor?",""
"6672","You claim the sound the",""
"6674","witness heard came from",""
"6676","the clock...",""
"6679","Do you have any evidence?",""
"6690","(The whole case is riding",""
"6692","on this!",""
"6694"," I'd better think",""
"6696","it through carefully!)",""
"6700","Y-",""
"6702","Your Honor.",""
"6704","The sound Mr. Sahwit heard",""
"6706","was definitely this clock.",""
"6710","A fact which is clear",""
"6712","if you simply...",""
"6728","All you have to do",""
"6730","is examine the batteries!",""
"6743","Hmm... ",""
"6745","The batteries are...",""
"6748","in the right way.",""
"6750"," The clock",""
"6752","seems to be working fine.",""
"6756","What exactly did you mean,",""
"6759","Mr. Wright?",""
"6766","That the clock ",""
"6768","was",""
"6770","working fine!",""
"6780","Yes,",""
"6782"," and...?",""
"6793","...",""
"6799","Umm,",""
"6801"," I'm sorry,",""
"6803"," I think",""
"6805","I got confused back there",""
"6807","with all those testimonies.",""
"6817","Mr. Wright!",""
"6823","I expect more from a lawyer",""
"6825","in this court.",""
"6827"," Even if it",""
"6829","is your first day.",""
"6832","I'm afraid I have to",""
"6834","penalize you! ",""
"6837","Try to think",""
"6839","things through more carefully.",""
"6855","Y-",""
"6857","yes,",""
"6859"," Your Honor!",""
"6862","A-",""
"6864","as I was saying...!",""
"6875","All you have to do is talk",""
"6877","to the victim's neighbors!",""
"6883","Talk to the neighbors...?",""
"6889","I'm sure one of them heard",""
"6891","the clock tell the time when",""
"6893","the incident occurred!",""
"6898","I see...",""
"6902","Does the prosecution have",""
"6904","anything to say,",""
"6906"," Mr. Payne?",""
"6911","We have already made all",""
"6913","the necessary inquiries.",""
"6915","Everyone living near the",""
"6917","victim's apartment was out",""
"6919","at the time of the murder.",""
"6921","Furthermore,",""
"6923"," even if a",""
"6925","neighbor had heard the clock,",""
"6927","that would not prove that",""
"6929","Mr. Sahwit had heard anything.",""
"6936","Hmm...",""
"6939","That is true.",""
"6944","I believe you may be wrong,",""
"6947","Mr. Wright.",""
"6949","You'll receive a penalty",""
"6952","for that,",""
"6954"," unfortunately.",""
"6970","I-",""
"6973","I'm sorry,",""
"6975"," Your Honor!",""
"6978","Let me think about it again!",""
"6989","Let's sound the clock",""
"6991","now, here in this court.",""
"6995","Your Honor,",""
"6997"," may I",""
"6999","have the clock?",""
"7012","I ask the court to",""
"7014","listen very carefully...",""
"7025","...",""
"7027","*beep*...",""
"7038","[I think it's ",""
"7040","8:25.]",""
"7058","That certainly is a strange",""
"7060","way to announce the time.",""
"7065","Well,",""
"7068"," he is ""The Thinker,""",""
"7070","after all.",""
"7076","So,",""
"7078"," we've heard the clock.",""
"7081","What are your conclusions,",""
"7083"," ",""
"7085","Mr. Wright?",""
"7090","Mr. Payne...",""
"7093"," can you tell me",""
"7095","what time it is now?",""
"7106","It's 11:25...",""
"7114","Ac",""
"7116","k!",""
"7129","As you can see,",""
"7132"," this clock",""
"7134","is exactly three hours slow!",""
"7136","Precisely the discrepancy",""
"7138","between what Mr. Sahwit heard",""
"7140","and the actual time of death!",""
"7145","ff",""
"7152","So,",""
"7154"," Mr. Sahwit...",""
"7157","Try to talk your way out",""
"7159","of this one!",""
"7165","...",""
"7171","...Hah!",""
"7174"," ",""
"7176","Hah ",""
"7178","hah!",""
"7180","You forgot one thing!",""
"7189","(Uh oh...",""
"7191"," What's he",""
"7194","talking about now...?)",""
"7204","While it may seem like",""
"7206","that clock IS running three",""
"7208","hours slow...",""
"7212","It proves nothing!",""
"7215","How do you know it was",""
"7217","running three hours slow",""
"7219","on ",""
"7221","the day of the murder",""
"7223","!?",""
"7226","If you can't prove that,",""
"7231","you don't have a case!",""
"7244","...!",""
"7248","(He's right! ",""
"7253","How am I",""
"7255","going to prove that!?)",""
"7260","(Dammit! ",""
"7263","I was so close!)",""
"7271","Mr. Wright?",""
"7274","It seems you lack the",""
"7276","critical evidence to",""
"7278","support your claim.",""
"7287","...!",""
"7291","Yes,",""
"7293"," Your Honor.",""
"7300","This means I cannot let",""
"7302","you indict the witness.",""
"7306","Unfortunately...",""
"7322","This ends the cross-examination",""
"7324","of Mr. Frank Sahwit.",""
"7333","I come all the way down here",""
"7335","to testify,",""
"7337"," and look what",""
"7339","happens!",""
"7342","You treat me like a",""
"7344","criminal! ",""
"7346","A criminal!",""
"7351","You lawyers are all slime!",""
"7364","(Grr! ",""
"7366","I almost had him!)",""
"7377","(Sorry,",""
"7379"," Larry... ",""
"7381","I failed you.)",""
"7384","(There's nothing I can",""
"7387","do about it now...)",""
"7406","Not so fast,",""
"7408"," Mr. Sahwit!",""
"7438","Mia! ",""
"7440","I mean,",""
"7442"," Chief!",""
"7446","Listen up,",""
"7448"," Wright!",""
"7453","Don't throw this one away,",""
"7456","not like this! ",""
"7460","Think!",""
"7465","But,",""
"7467"," Chief,",""
"7469"," ",""
"7474","it's over.",""
"7478","I can't prove the clock was",""
"7480","slow the day of the murder!",""
"7483","Nobody can prove that!",""
"7489","Um...",""
"7491"," well,",""
"7493"," yes.",""
"7496","But that doesn't mean you",""
"7498","can't still win! ",""
"7500","Try thinking",""
"7502","out of the box!",""
"7505","Don't waste time doubting the",""
"7507","facts.",""
"7509"," Assume the clock was",""
"7511","three hours slow and...",""
"7516","Think through it!",""
"7520","Ask yourself, ",""
"7524","""Why was ",""
"7526","the clock three hours slow?""",""
"7531","Figure out the reason,",""
"7534","and you'll have your proof!",""
"7537","Right,",""
"7539"," Wright?",""
"7543","Can you think of a reason as",""
"7545","to why the clock would be",""
"7547","three hours slow?",""
"7559","H-",""
"7564","how am I supposed",""
"7566","to know that!?",""
"7572","I know you can",""
"7574","figure it out!",""
"7578","There must be some evidence",""
"7580","in the Court Record...",""
"7583","Something that can show",""
"7585","why that clock was three",""
"7587","hours slow!",""
"7590","Find it,",""
"7592"," and he won't have a",""
"7594","foot to stand on!",""
"7600","Mr. Wright?",""
"7607","Y-",""
"7609","y-",""
"7612","yes,",""
"7614"," Your Honor!",""
"7620","You say the clock was already",""
"7622","running slow on the day of",""
"7624","the murder...",""
"7626","Do you have evidence",""
"7628","to prove this?",""
"7635","(This is it...",""
"7637"," All or nothing!)",""
"7642","Yes,",""
"7644"," Your Honor.",""
"7649","I believe I have the evidence",""
"7651","that can prove my claim!",""
"7661","Hah ",""
"7663","hah! ",""
"7666","I'd like to see THAT!",""
"7675","Let's see this evidence that",""
"7677","proves why the clock was",""
"7679","running slow!",""
"7690","Um, ",""
"7692","excuse me.",""
"7694"," ",""
"7696","This proves",""
"7698","your claim...",""
"7700"," how?",""
"7702","I can't see what that evidence",""
"7704","has to do with the clock.",""
"7716","(D'oh! ",""
"7718","That wasn't it!)",""
"7725","One more chance...",""
"7729","Give me just one more chance!",""
"7734","Alright,",""
"7736"," Mr. Wright,",""
"7738"," but",""
"7740","time is not on your side.",""
"7743","Be quick about it.",""
"7753","...",""
"7759","Wait!",""
"7764","Maybe I can prove it!",""
"7768","You must have evidence",""
"7770","somewhere that can",""
"7772","prove it,",""
"7774"," Wright!",""
"7778","Find it and let them have it!",""
"7783","Well,",""
"7785"," Mr. Wright?",""
"7787","You say the clock was already",""
"7789","running slow on the day of",""
"7791","the murder...",""
"7794","Have you found evidence",""
"7796","to support this claim?",""
"7803","Of course.",""
"7806","There is a piece of evidence",""
"7808","in the Court Record that can",""
"7810","prove my claim beyond a doubt!",""
"7819","Hah!",""
"7822"," Tough words!",""
"7824"," Let's see",""
"7826","you pull this one off!",""
"7841","The victim had just returned",""
"7843","home from abroad the day",""
"7845","before the murder.",""
"7847","As we all know,",""
"7849"," the time",""
"7851","difference between here and",""
"7853","Paris is nine hours!",""
"7857","When it's 4:00 PM here,",""
"7860","it's 1:00 AM the next day",""
"7862","there.",""
"7866","The clock wasn't three hours",""
"7868","slow,",""
"7870"," ",""
"7872","it was ",""
"7874","nine hours fast!",""
"7881","The victim hadn't reset her",""
"7883","clock since returning home!",""
"7885","That's why the time you heard",""
"7887","when you struck her dead in",""
"7890","her apartment was wrong!",""
"7901","Proof enough for you,",""
"7904","Mr. Sahwit? ",""
"7907","Or should",""
"7909","I say...",""
"7912"," Mr. Did It!",""
"7921","Ngh!",""
"7926"," .",""
"7928","..!",""
"7960","O-",""
"7962","order! ",""
"7964","Order,",""
"7966"," I say!",""
"7981","Well...",""
"7983","This case has certainly",""
"7985","turned out differently",""
"7987","than we all expected.",""
"7990","Mr. Payne...",""
"7992"," Your witness?",""
"8000","He...",""
"8002"," er...",""
"8004"," ",""
"8006","He was arrested",""
"8008","and has been taken away,",""
"8010"," ",""
"8012","Your Honor.",""
"8021","Very well.",""
"8025","Mr. Wright?",""
"8030","Yes, Your Honor.",""
"8034","I have to say,",""
"8036"," I'm impressed.",""
"8038","I don't think I've ever seen",""
"8040","someone complete a defense",""
"8042","so quickly...",""
"8044","...and find the true culprit",""
"8046","at the same time!",""
"8050","Thank you,",""
"8052"," Your Honor.",""
"8057","At this point,",""
"8059"," this is",""
"8061","only a formality,",""
"8063"," but...",""
"8065","This court finds the",""
"8067","defendant,",""
"8069"," ",""
"8071","Mr. Larry Butz...",""
"8100","And with that...",""
"8104","This court is adjourned.",""
"8120","It turns out that Frank Sahwit",""
"8122","was a common burglar!",""
"8124","He posed as a newspaper sales-",""
"8126","man to check and see when",""
"8128","people were out of the house!",""
"8131","That day...",""
"8141","When Larry went to her",""
"8143","apartment,",""
"8145"," the victim",""
"8147","wasn't home.",""
"8149","After he left,",""
"8151"," Mr. Sahwit",""
"8153","let himself in to do his",""
"8155","dirty work!",""
"8164","While he was searching her",""
"8166","place,",""
"8168"," the victim returned!",""
"8170","Flustered,",""
"8172"," Mr. Sahwit grabbed",""
"8174","the nearest blunt object he",""
"8176","could find...",""
"8212","August 3, 2:32 PM",""
"8214","District Court",""
"8216","Defendant Lobby No. 2",""
"8231","(Whew...",""
"8233"," I still can't",""
"8235","believe we won!)",""
"8246","Wright!",""
"8249","Good job in there!",""
"8253","Congratulations!",""
"8257","Th-",""
"8259","thanks,",""
"8261"," Chief.",""
"8264","I owe it all to you.",""
"8269","Not at all,",""
"8271"," not at all!",""
"8274","You fought your own battles",""
"8276","in there.",""
"8282","It's been a while since I've",""
"8284","seen a trial end on such a",""
"8286","satisfying note!",""
"8292","(I've never seen the chief",""
"8295","looking this happy...)",""
"8301","(If she's this glad,",""
"8303"," imagine",""
"8305","how Larry must feel!)",""
"8321","My life is over...",""
"8331","Larry!",""
"8334"," You're supposed to",""
"8336","be happy!",""
"8338"," What's wrong now!?",""
"8343","Aww,",""
"8345"," Nick...",""
"8350","Don't worry 'bout me!",""
"8353","I'll be dead and gone soon!",""
"8358","Good! ",""
"8360","Wait,",""
"8362"," no! ",""
"8364","I mean...",""
"8369","Bad!",""
"8371"," Bad ",""
"8373","bad ",""
"8375","bad!",""
"8379","Larry,",""
"8381"," you're innocent!",""
"8383","The case is closed.",""
"8387","...",""
"8391","But...",""
"8393"," but my Cindy-",""
"8395","windy's",""
"8397","gone,",""
"8399"," man!",""
"8401"," Gone forever!",""
"8408","(Larry,",""
"8410"," she was a...",""
"8413","Nah...",""
"8415"," Never mind.)",""
"8433","Congratulations,",""
"8435"," Harry!",""
"8448","H-",""
"8450","Harry...?",""
"8461","Yes,",""
"8463"," you! ",""
"8465","I can practically",""
"8467","see the headlines now:",""
"8470","""Harry Butz,",""
"8472"," Innocent!""",""
"8486","Heh...",""
"8488"," um...",""
"8490"," thanks!",""
"8493","I really owe you one.",""
"8499","I won't forget this,",""
"8501"," ever!",""
"8504","Let's celebrate! ",""
"8506","Dinner?",""
"8508","Movie? ",""
"8510","My treat!",""
"8521","Oh,",""
"8523"," no,",""
"8525"," I couldn't.",""
"8538","(Hey,",""
"8540"," I was the one who",""
"8542","got you off the hook!)",""
"8551","Oh,",""
"8553"," hey!",""
"8561","H-",""
"8563","here,",""
"8565"," take this!",""
"8569","It's a present!",""
"8581","A present? ",""
"8583","For me?",""
"8588","Wait...",""
"8591","Wasn't this the evidence",""
"8593","that... ",""
"8604","Actually,",""
"8606"," I made this",""
"8608","clock for her!",""
"8610","I made one for her",""
"8612","and one for me.",""
"8624","R-",""
"8626","really? ",""
"8628","You? ",""
"8630","You made this?",""
"8633","...",""
"8637","Well,",""
"8639"," thank you.",""
"8641","I'll keep it as a memento.",""
"8654","Yo,",""
"8656"," Nick...",""
"8659","Can you believe it?",""
"8662","I was so into that chick...",""
"8665","And...",""
"8668"," And she was just",""
"8670","playing me for a fool!",""
"8676","Don't that make you",""
"8678","wanna just cry? ",""
"8680","*sob*",""
"8686","Larry...",""
"8698","...",""
"8704","Are you so sure?",""
"8718","Ex-",""
"8720","squeeze me?",""
"8731","I think she thought quite a",""
"8733","lot of you,",""
"8735"," in her own way.",""
"8748","Nah,",""
"8750"," you don't gotta",""
"8752","sympathize with me,",""
"8754"," 'sokay.",""
"8765","Oh,",""
"8767"," I'm not just",""
"8769","sympathizing,",""
"8771"," really.",""
"8774","Isn't that right, Wright?",""
"8777","Don't you have something",""
"8779","to show your friend?",""
"8782","Something that proves how",""
"8784","she felt about him?",""
"8793","H-",""
"8795","huh?",""
"8798","Oh,",""
"8800"," yeah,",""
"8802"," right!",""
"8819","(What the heck is",""
"8821","she talking about?)",""
"8834","Here you go,",""
"8836"," Larry.",""
"8839","Proof.",""
"8844","...",""
"8849","Eh...",""
"8851"," heh heh?",""
"8855","It's okay,",""
"8857"," Nick.",""
"8859","Don't worry about me.",""
"8863","I'll forget about her",""
"8865","soon enough.",""
"8868","Look,",""
"8870"," I'm gonna head",""
"8872","home.",""
"8874"," Thanks a ton, eh?",""
"8884","(Guess that wasn't the",""
"8886","right thing to show him...)",""
"8903","Check this out, Larry.",""
"8907","Proof Positive you weren't",""
"8909","just some chump to her.",""
"8914","Huh...?",""
"8920","What about that clock?",""
"8924","This is the clock YOU",""
"8926","made for her,",""
"8928"," Larry!",""
"8930","And she took it with her",""
"8932","when she traveled.",""
"8939","Whatever.",""
"8941"," She probably just",""
"8943","needed a clock,",""
"8945"," that's all.",""
"8950","You think so? ",""
"8952","It's a pretty",""
"8954","heavy clock to take traveling.",""
"8959","...",""
"8964","Well,",""
"8966"," make of it what you will.",""
"8970","...",""
"8973","Hey,",""
"8975"," Nick.",""
"8981","I'm glad I asked you",""
"8983","to be my lawyer.",""
"8987","Really,",""
"8989"," I am.",""
"8992","Thanks.",""
"9004","(Hope that made him feel",""
"9006","a little better...)",""
"9026","Wright?",""
"9029","I hope you see the importance",""
"9031","of evidence now.",""
"9034","Also,",""
"9036"," hopefully you realize,",""
"9040","things change depending on",""
"9042","how you look at them.",""
"9046","People,",""
"9048"," too.",""
"9051","We never really know if",""
"9053","our clients are guilty",""
"9055","or innocent.",""
"9057","All we can do is",""
"9061","believe in them.",""
"9064","And in order to believe in",""
"9066","them,",""
"9068"," ",""
"9070","you have to believe",""
"9072","in yourself.",""
"9077","Wright...",""
"9080","Listen.",""
"9082"," Learn.",""
"9084"," Grow strong.",""
"9088","Never let go of what",""
"9090","you believe in.",""
"9092"," Never.",""
"9107","Well,",""
"9109"," I think our work here",""
"9111","is done!",""
"9113"," Shall we be off?",""
"9117","Yeah,",""
"9119"," I guess so!",""
"9123","Say,",""
"9125"," how about dinner.",""
"9127","On me?",""
"9130","We'll drink a toast",""
"9132","to innocent Butz!",""
"9139","Yeah!",""
"9145","Oh,",""
"9147"," speaking of Harry...",""
"9151","You were saying part of why",""
"9153","you became a lawyer was",""
"9155","because of him.",""
"9159","Er,",""
"9161"," ",""
"9163","yeah.",""
"9165"," Part,",""
"9167"," at least.",""
"9172","You'll have to tell me",""
"9174","more about it sometime!",""
"9178","Maybe...",""
"9180"," over drinks?",""
"9195","And so,",""
"9197"," my first",""
"9199","trial came to a close.",""
"9202","Larry slapped me on the back",""
"9204","and said, ""Gee, Nick,",""
"9206"," it's good",""
"9208","to have friends!""",""
"9210","But I'm pretty sure he's not",""
"9212","going to pay us.",""
"9214"," Unless you",""
"9216","count the clock he gave Mia.",""
"9220","...",""
"9224","I didn't know it then...",""
"9227","...but that clock was soon",""
"9229","going to be at the center",""
"9231","of another incident.",""
"9234","And my promise to tell the",""
"9236","chief about me and Larry...",""
"9239","...would be one promise that",""
"9242","I wouldn't be able to keep.",""
"9257","                      THE END",""
"9284","That's enough!",""
"9288","This court sees no reason to",""
"9290","further prolong the trial.",""
"9292","The defense has failed to give",""
"9294","the court sufficient reason to",""
"9296","doubt the prosecution's claim.",""
"9299","This court finds the",""
"9301","defendant,",""
"9304"," Mr. Larry Butz...",""
"9313","The accused will surrender",""
"9315","to the court immediately,",""
"9317","to be held pending trial at",""
"9319","a higher court within a",""
"9321","month from today's date.",""
"9324","That is all.",""
"9327","This court is adjourned!",""
