"index","original_content","translated_content"
"3865","I'm not sure I buy that...)",""
"3868","Wasn't that painting rather",""
"3870","important to you,",""
"3872"," sir?",""
"3874","Did something happen?",""
"3881","I don't see how it's",""
"3883","any of your business!",""
"3888","Please,",""
"3890"," speak no more",""
"3892","of that accursed painting.",""
"3895","I ",""
"3897","didn't...",""
"3902","I...",""
"3907","*mumble*",""
"3909"," *mumble*",""
"3919","Mr. Grossberg...?",""
"3923","...",""
"3925","Ah,",""
"3927"," ",""
"3929","my apologies.",""
"3931"," I need to",""
"3933","think about things.",""
"3935"," Alone.",""
"3941","(He barely even glanced in",""
"3943","my direction...)",""
"3958","Excuse me,",""
"3960"," I was wondering",""
"3962","about this photograph...",""
"3970","...!",""
"3975","Where did you get that!?",""
"3981","I borrowed it.",""
"3985","Well,",""
"3990"," give it back at once!",""
"3994","Mr. Grossberg.",""
"3997","Tell me about the man",""
"3999","in this photo.",""
"4001","He may have been in that hotel",""
"4003","room with April May on the",""
"4005","night of the murder.",""
"4007","Do you know something",""
"4009","about him...",""
"4011"," anything?",""
"4017","...",""
"4019","!",""
"4023","Hmm.",""
"4025"," ",""
"4027","Ahem!",""
"4029","Very well.",""
"4032","I'll tell you what I know.",""
"4034","However...",""
"4036","You didn't hear it",""
"4038","from me,",""
"4040"," if you follow.",""
"4045","I follow.",""
"4049","That man is Mr. Redd White.",""
"4051","He's the President of Bluecorp.",""
"4057","(Redd White...",""
"4059"," Hmm.)",""
"4063","Bluecorp...",""
"4065"," they're something",""
"4067","like a detective agency,",""
"4069"," right?",""
"4073","They're information pros.",""
"4076","They sell information,",""
"4078"," you see.",""
"4081","Sensitive information.",""
"4083","Despite his name,",""
"4085"," Mr. White",""
"4087","has the blackest reputation",""
"4089","of any man in this country.",""
"4091","Should you run across him,",""
"4094","watch what you say.",""
"4096","You wouldn't want him digging",""
"4098","up any dirt on you.",""
"4105","(Hmm...",""
"4107"," selling information.",""
"4110","Sounds like blackmail.)",""
"4115","Can you tell me where",""
"4117","Bluecorp is located?",""
"4122","H",""
"4124","mm...",""
"4128","I suppose.",""
"4144","(Mr. Redd White,",""
"4146"," at last!)",""
"4149","(Finally,",""
"4151"," a lead on this guy!)",""
"4154","(Even if April May couldn't",""
"4156","have done it,",""
"4158"," he could have!)",""
"4160","(Time to take action!)",""
"4176","Photograph returned to",""
"4178","Mr. Grossberg.",""
"4184","Now,",""
"4186"," I must ask you to leave.",""
"4189","I need to think about",""
"4191","things.",""
"4193"," Alone.",""
"4210","Excuse me,",""
"4212"," I was wondering",""
"4214","about this photograph...",""
"4222","Where did you get that!?",""
"4228","Give it back at once!",""
"4233","I'm sorry to have taken",""
"4235","it without your knowledge.",""
"4237","But...",""
"4239"," I have to know.",""
"4242","Who is this man?",""
"4244","He was most likely in",""
"4246","April May's room the",""
"4248","night of the murder.",""
"4255","!",""
"4263","What's that you say!?",""
"4266","A-",""
"4268","are you QUITE sure?",""
"4272","My boy?",""
"4277","(What has him so flustered",""
"4279","I wonder...?)",""
"4284","I...",""
"4286"," I beg your pardon,",""
"4288"," but",""
"4293","I must ask you to leave.",""
"4295","I need to be alone.",""
"4302","(...!)",""
"4304","(He's fallen silent",""
"4306","as a stone.",""
"4308"," A rather",""
"4310","large stone.)",""
"4312","(I guess I should ",""
"4314","return that photo.)",""
"4329","Photograph returned to",""
"4331","Mr. Grossberg.",""
"4343","I beg your pardon,",""
"4345"," but",""
"4347","I am not at liberty to",""
"4349","speak on the matter.",""
"4364","...",""
"4366","...",""
"4368","...",""
"4373","(Huh?",""
"4375"," I don't think he's",""
"4377","noticed me standing here.)",""
"4379","(Maybe I should...",""
"4382","clear my throat?)",""
"4386","Aaa-HHHEM!",""
"4393","Jumping ",""
"4397","Jehosephats!",""
"4400","Oh!",""
"4402"," You!",""
"4406","What's wrong?",""
"4408"," You looked so",""
"4410","pensive...",""
"4412"," like an old man",""
"4414","at the end of his days.",""
"4419","Hmm?",""
"4421"," I'm not senile yet!",""
"4423","I was just thinking about",""
"4425","this whole mess...",""
"4430","(Something's really",""
"4432","bothering him,",""
"4434"," that",""
"4436","much is clear.)",""
"4446","Wasn't there a giant painting",""
"4448","hanging on that wall...?",""
"4450","Yeah...",""
"4452"," yeah,",""
"4454"," it was",""
"4456","a painting of...",""
"4466","Wasn't it?",""
"4469","It wasn't a very memorable",""
"4471","painting,",""
"4473"," anyhow.",""
"4481","A solid mahogany desk.",""
"4483","The wood's been polished",""
"4485","to a deep luster.",""
"4493","A table for clients.",""
"4495","Hmm...",""
"4497"," an elegant ebony case,",""
"4500","and if I'm not mistaken,",""
"4502"," that",""
"4504","lighter's made of solid gold.",""
"4506","Even I can tell someone",""
"4508","here's got money to burn.",""
"4516","An expensive potted plant.",""
"4518","No idea what kind of plant it",""
"4520","is,",""
"4522"," but it's probably the",""
"4524","most expensive one available.",""
"4532","Expensive-looking mahogany",""
"4534","bookshelves,",""
"4536"," filled with",""
"4538","expensive-looking books.",""
"4540","Hmm...",""
"4542"," Funny...",""
"4544"," They don't",""
"4546","look like they've ever been",""
"4548","read.",""
"4557","No clues here.",""
"4566","So you came to",""
"4568","see the trial?",""
"4574","Yes,",""
"4576"," yes I did.",""
"4578","Something was bothering",""
"4580","me all last night,",""
"4582"," you see,",""
"4585","couldn't get a wink of sleep.",""
"4591","Really?",""
"4593"," What was that?",""
"4597","Well,",""
"4599"," you see,",""
"4601"," it's just...",""
"4604","Mia's sister,",""
"4606"," that poor girl.",""
"4609","My boy,",""
"4611"," I owe you",""
"4613","my thanks,",""
"4615"," truly.",""
"4617","I don't know what I would",""
"4619","have done if things had",""
"4621","gone poorly for the girl.",""
"4630","I asked before,",""
"4632"," but,",""
"4634"," why",""
"4636","did you refuse her request",""
"4638","for defense?",""
"4640","I think I have",""
"4642","a right to know.",""
"4645","A right,",""
"4647"," Mr. Wright?",""
"4650","No,",""
"4652"," no,",""
"4654"," I'm sorry.",""
"4656"," It's just,",""
"4660","I need more time to think",""
"4662","about it,",""
"4664"," my boy.",""
"4669","...",""
"4673","(He does seem troubled",""
"4675","about something...)",""
"4677","(I'm starting to have a",""
"4679","feeling I know what it is.)",""
"4689","So,",""
"4691"," I paid Bluecorp a visit.",""
"4697","Oh?",""
"4699"," Oh,",""
"4701"," I see.",""
"4705","Mr. Grossberg...",""
"4707","I have to admit,",""
"4709"," something",""
"4711","has been bothering me.",""
"4715","Oh?",""
"4717"," What is it?",""
"4720","Well,",""
"4722"," out with it,",""
"4724"," my boy!",""
"4728","You see,",""
"4730"," it's just...",""
"4741","That photo of Mr. White...",""
"4743","Why would you have his",""
"4745","photo,",""
"4747"," Mr. Grossberg?",""
"4751","Umm...",""
"4753"," ",""
"4755","yes,",""
"4757"," well.",""
"4759"," It's been",""
"4761","a long time since then...",""
"4765","A long time ago?",""
"4767","I'm sorry...",""
"4769"," but",""
"4771","I think not.",""
"4773","I think you still have",""
"4775","ties to Mr. White even today.",""
"4779","R-",""
"4784","really!",""
"4786"," Whatever gave",""
"4788","you that idea!",""
"4790","W-",""
"4795","what connection could I",""
"4797","possibly have to an individual",""
"4799","such as he?",""
"4803","It's pretty straightforward,",""
"4806","actually...",""
"4820","You go ",""
"4822","drinking ",""
"4824","together!",""
"4826","You're friends,",""
"4828"," aren't you?",""
"4833","...",""
"4838","Now you're being",""
"4840","foolish,",""
"4842"," my boy.",""
"4844","Why in the world would",""
"4846","I ever drink with the",""
"4848","likes of him!?",""
"4853","(Huh?",""
"4855"," Whoops...",""
"4857"," maybe",""
"4859","that wasn't it.)",""
"4869","Mr. White has something on",""
"4871","you doesn't he?",""
"4874","Blackmail?",""
"4881","...!",""
"4884","I don't...",""
"4890","I don't know what",""
"4892","you're talking about!",""
"4896","Mr. Grossberg,",""
"4898"," sir...",""
"4900","There was a giant painting",""
"4902","hanging right there the",""
"4904","other day,",""
"4906"," was there not?",""
"4908","The one you said you had ""no",""
"4910","intention of parting with""?",""
"4912","Well,",""
"4914"," I saw it.",""
"4916"," Today.",""
"4920","It was in the CEO's office",""
"4922","at Bluecorp.",""
"4924"," Redd White's",""
"4926","office.",""
"4932","...",""
"4935","So...",""
"4937"," you noticed.",""
"4939","I suppose I should have",""
"4941","guessed you would.",""
"4943"," It is",""
"4945","a large painting...",""
"4950","Mr. Grossberg...",""
"4953","tell me what happened.",""
"4963","Redd White is ",""
"4965","supplying",""
"4967","you with information,",""
"4971","obviously!",""
"4977","What's that now?",""
"4981","You've been protecting",""
"4983","him all along.",""
"4985","You protect him because you",""
"4987","need his services!",""
"4990","...",""
"4995","Now you're being",""
"4997","foolish,",""
"4999"," my boy.",""
"5001","What possible use could I have",""
"5003","for the services of the likes",""
"5005","of him!?",""
"5010","(Huh?",""
"5012"," Whoops...",""
"5014"," maybe",""
"5016","that wasn't it.)",""
"5026","I thought it was strange.",""
"5028","Here was Maya,",""
"5030"," your own",""
"5032","apprentice's little sister,",""
"5035","in desperate need...",""
"5037","Accused of killing her",""
"5039","own sister no less,",""
"5041"," and",""
"5043","you wouldn't take the case!",""
"5045","I finally realized why.",""
"5047","You and Redd White are",""
"5049","connected.",""
"5051"," He's...",""
"5062","I'll bet you and White",""
"5064","go way back!",""
"5066"," He's your boss",""
"5068","now,",""
"5070"," and was before,",""
"5072"," I bet!",""
"5076","My what?",""
"5078"," Boss?",""
"5083","Are you serious?",""
"5087","Yeah!",""
"5089"," You both have that",""
"5091","sort of ""we're in the same",""
"5093","club together"" feel to you.",""
"5099","Please,",""
"5101"," stop.",""
"5104","You have a very peculiar",""
"5106","sense of humor,",""
"5108"," Mr. Wright.",""
"5110","Very well,",""
"5112"," I'll talk.",""
"5118","(What does he mean...",""
"5120"," ""sense",""
"5122","of humor""?",""
"5124"," I was serious!)",""
"5132","It's not something I can",""
"5134","claim to understand...",""
"5137","But you and Mr. White",""
"5141","are lovers,",""
"5143"," aren't you!",""
"5150","W-",""
"5152","w-",""
"5154","what!",""
"5159"," My boy!",""
"5163","Mr. Grossberg.",""
"5165","The other day,",""
"5167"," there was a",""
"5169","giant painting hanging on",""
"5171","that wall.",""
"5173","I saw that painting",""
"5175","again,",""
"5177"," today.",""
"5179","It was in the CEO's",""
"5181","office of Bluecorp.",""
"5183","It was a present,",""
"5185"," wasn't it?",""
"5189","Well,",""
"5191"," my boy,",""
"5196"," you have a",""
"5198","splendid imagination!",""
"5202","I...",""
"5204"," I don't understand",""
"5206","how you could...",""
"5213","That's because I'm not,",""
"5216","we're not...",""
"5220","Don't be ridiculous!",""
"5225","(Hmm...",""
"5227"," I guess I was wrong.",""
"5230","But it just seemed so right!)",""
"5241","Mr. Grossberg,",""
"5243"," sir...",""
"5245","There was a giant painting",""
"5247","hanging right there the",""
"5249","other day,",""
"5251"," was there not?",""
"5253","The one you said you had ""no",""
"5255","intention of parting with""?",""
"5257","Well,",""
"5259"," I saw it.",""
"5261"," Today.",""
"5263","It was in the CEO's office",""
"5265","at Bluecorp.",""
"5267"," ",""
"5270","Redd White's",""
"5272","office.",""
"5275","...",""
"5278","So...",""
"5280"," you noticed.",""
"5282","I suppose I should have",""
"5284","guessed you would.",""
"5286"," It is",""
"5288","a large painting...",""
"5293","Mr. Grossberg,",""
"5295"," I know",""
"5297","you and Mr. White are",""
"5299","connected somehow!",""
"5303","C-",""
"5307","connected,",""
"5309"," you say?",""
"5313","Yes!",""
"5315"," And I know what",""
"5317","it is...",""
"5331","You're his ",""
"5333","client,",""
"5335"," aren't you?",""
"5338","He's ",""
"5340","giving you information!",""
"5346","What's that now?",""
"5350","You've been protecting",""
"5352","him all along.",""
"5354","You protect him because you",""
"5356","need his services!",""
"5359","...",""
"5363","You gave him that painting",""
"5365","in exchange for some valuable",""
"5367","information,",""
"5369"," didn't you?",""
"5375","Utterly ridiculous.",""
"5377","Me,",""
"5379"," his client?",""
"5381"," I would never",""
"5383","willingly deal with that man.",""
"5388","Never!",""
"5393","(Huh?",""
"5395"," Did I get it wrong?)",""
"5405","Mr. White has something on",""
"5407","you doesn't he?",""
"5410","Blackmail?",""
"5417","...!",""
"5421","I think that painting",""
"5423","is fairly gaudy proof.",""
"5426","...",""
"5430","Very well.",""
"5432"," This may be the",""
"5434","chance I've been waiting for.",""
"5436","Maybe it's time to get this",""
"5438","off my chest,",""
"5440"," so I can finally",""
"5442","rest easy again.",""
"5444","After all,",""
"5446"," you were Mia's",""
"5448","understudy.",""
"5450"," Perhaps it",""
"5452","was fate?",""
"5457","(What's he talking about...?)",""
"5466","It's not something I can",""
"5468","claim to understand...",""
"5471","But you and Mr. White",""
"5475","are lovers,",""
"5477"," aren't you!",""
"5484","W-",""
"5486","w-",""
"5488","what!",""
"5490"," ",""
"5494","My boy!",""
"5498","You sent that painting to him!",""
"5500","As a sign!",""
"5503","A sign of undying love!",""
"5510","M-",""
"5512","m-",""
"5517","my boy,",""
"5519"," please!",""
"5521"," ",""
"5523","You're letting your fancies",""
"5525","run away with you!",""
"5530","Where do you get these",""
"5532","bizarre ideas?",""
"5536","I...",""
"5538"," I don't understand",""
"5540","how you could...",""
"5547","That's because I'm not,",""
"5550","we're not...",""
"5554","Don't be ridiculous!",""
"5557","...",""
"5562","Enough.",""
"5564","I'll swallow my pride and",""
"5566","tell you all.",""
"5571","(I knew it!",""
"5573"," They are",""
"5575","lovers!)",""
"5582","N-",""
"5584","no!",""
"5586"," We are NOT lovers!",""
"5601","Redd White is a man who",""
"5603","makes his living through",""
"5605","intimidation.",""
"5607","Bluecorp is a company that",""
"5609","excels in finding people's",""
"5611","weaknesses,",""
"5613"," I'm afraid.",""
"5615","I've been paying them",""
"5617","for 15 years now...",""
"5624","(15 years...!)",""
"5631","All because of the",""
"5633","""DL-6 Incident,"" as you",""
"5635","may have guessed.",""
"5640","(The name on the back of",""
"5642","those photographs!)",""
"5647","As you suspected,",""
"5649"," I could",""
"5651","not stand in defense of ",""
"5653","Maya because of this.",""
"5655","White would have destroyed",""
"5657","me if I did.",""
"5664","(So that's the connection!)",""
"5669","It is hard for me to tell",""
"5671","you this,",""
"5673"," my boy.",""
"5676","But arresting Redd White",""
"5678","will be nigh on impossible.",""
"5685","Impossible?",""
"5687"," Why!?",""
"5691","He has information on",""
"5693","everyone.",""
"5695"," It gives him",""
"5697","an iron grip!",""
"5699","He owns judges,",""
"5701"," attorneys,",""
"5704","prosecutors,",""
"5706"," police...",""
"5708"," and",""
"5710","politicians.",""
"5717","What!?",""
"5721","They are bound,",""
"5723"," unable",""
"5725","to do harm to themselves,",""
"5728","and therefore,",""
"5730"," to him.",""
"5732","Don't look at me like that.",""
"5735","What you see is nothing more",""
"5737","than the weight of many years.",""
"5749","What is the ""DL-6 Incident""?",""
"5753","""DL-6"" is nothing more than",""
"5755","the sorting code the police",""
"5757","gave the case.",""
"5759","It was 15 years ago now...",""
"5761","I received a request from",""
"5763","a medium.",""
"5765"," A spirit medium.",""
"5773","(A medium...?)",""
"5779","Her name was ",""
"5781","Misty Fey",""
"5783",".",""
"5788","(Fey!)",""
"5793","Indeed.",""
"5797","She was Mia's mother.",""
"5799","She had been investigating",""
"5801","a murder at the bequest of",""
"5803","the police.",""
"5805","And...",""
"5807"," she failed.",""
"5809","As a result,",""
"5811"," the police",""
"5813","called her a fraud.",""
"5818","(This is what Maya was",""
"5820","talking about the other day!)",""
"5825","I did all I could for her,",""
"5828","and in the end,",""
"5830"," cleared her",""
"5832","of wrongdoing.",""
"5834","That murder case,",""
"5836"," however",""
"5838","remains unsolved to this day.",""
"5840","That case,",""
"5842"," is the",""
"5844","DL-6 Incident.",""
"5854","But why were you blackmailed",""
"5856","over this,",""
"5858"," Mr. Grossberg?",""
"5862","The DL-6 Incident was top-",""
"5864","secret at the time.",""
"5866","It made sense.",""
"5868"," The police",""
"5870","didn't want people to know",""
"5872","they were using a medium!",""
"5874","They couldn't let",""
"5877","people know.",""
"5879","But one person found out.",""
"5883","I...",""
"5885"," ",""
"5888","I told him.",""
"5892","You told ",""
"5894","White",""
"5896","?",""
"5901","He offered me riches...",""
"5904","It is an embarrassment",""
"5906","to me now.",""
"5908","Because I talked,",""
"5910"," the police",""
"5912","were mocked far and wide.",""
"5914","In secret,",""
"5916"," they began looking",""
"5918","for the one who sold them out.",""
"5920","Of course White heard about",""
"5922","it,",""
"5924"," and he came to me.",""
"5926","Only this time,",""
"5928"," the offer",""
"5930","was blackmail.",""
"5935","...",""
"5937","I see.",""
"5941","...",""
"5945","White controls the law of",""
"5947","this country as he sees fit.",""
"5949","Yet if you would still",""
"5951","challenge him...",""
"5955","Have a close look at",""
"5957","Mia's office.",""
"5962","Mia's office...?",""
"5966","She followed his every",""
"5968","move for years.",""
"5970","She may have recorded",""
"5972","something of what she found.",""
"5982","Sorry,",""
"5984"," sir.",""
"5987","I borrowed this.",""
"5991","Ah,",""
"5993"," so it was you,",""
"5995"," my boy.",""
"5999","Who is this man?",""
"6003","Umm...",""
"6005"," it's a long story.",""
"6008","I'll be needing that",""
"6010","back now.",""
"6015","(He doesn't want to talk",""
"6017","about it for some reason...)",""
"6019","(I'd better give him back",""
"6021","this photograph.)",""
"6036","Photograph returned to",""
"6038","Mr. Grossberg.",""
"6050","I found this in",""
"6052","Mia's files...",""
"6056","So she was investigating",""
"6059","Redd White,",""
"6061"," as I expected.",""
"6063","Well,",""
"6065"," if you wanted to",""
"6067","challenge him,",""
"6069"," you could",""
"6071","present this in court.",""
"6077","(Not a bad idea...)",""
"6087","Sorry,",""
"6089"," my boy.",""
"6091"," I don't think",""
"6093","I can help you with that.",""
"6109","September 7",""
"6111","Gatewater Hotel",""
"6113","Room 303",""
"6128","Ah,",""
"6130"," welcome,",""
"6132"," sir!",""
"6134","Quite the performance today,",""
"6137","if I dare say so myself.",""
"6143","Oh,",""
"6145"," um,",""
"6147"," thanks.",""
"6149","Sorry for putting you",""
"6151","on the spot like that.",""
"6158","No,",""
"6160"," no,",""
"6162"," not at all,",""
"6164"," sir!",""
"6166","Your efforts today can only",""
"6168","help the Gatewater's ""rep,""",""
"6170","as they say.",""
"6176","Huh?",""
"6178"," ""Rep""?",""
"6182","Yes!",""
"6184"," Our reputation will",""
"6186","swell as the hotel where the",""
"6188","murderer used a wiretap!",""
"6190","We can charge a premium for",""
"6192","the room,",""
"6194"," of course.",""
"6196"," It will",""
"6198","be great for business,",""
"6200"," sir!",""
"6204","Whoa,",""
"6206"," ",""
"6208","whoa!",""
"6210"," Miss May hasn't",""
"6212","been charged with murder.",""
"6218","I,",""
"6220"," too,",""
"6222"," will become famous!",""
"6225","""The Bellboy who brought the",""
"6227","murderer ice coffee""...!",""
"6234","(Why do I feel like we're",""
"6236","both stuck in the same",""
"6238","bad dream...)",""
"6245","So!",""
"6247"," You are our honored guest.",""
"6250","Please let me know if there",""
"6252","is anything I can bring you!",""
"6262","A vase,",""
"6264"," as expected.",""
"6266","I'm not good with flower",""
"6268","names,",""
"6270"," except maybe tulips",""
"6272","and sunflowers.",""
"6280","A bottle and two glasses",""
"6282","rest on the table.",""
"6284","Why hasn't he cleaned",""
"6286","these up by now?",""
"6297","Ah,",""
"6299"," I beg your pardon,",""
"6301"," sir,",""
"6304","but if you could please",""
"6306","refrain from touching those...",""
"6308","It's part of the decor.",""
"6311","I call it:",""
"6313"," ",""
"6315","""The last drink...",""
"6318","before murder!""",""
"6321","We'll be famous!",""
"6323"," The talk",""
"6325","of the hotel industry!",""
"6337","Nice weather again today.",""
"6339","I can see the Fey ＆ Co.",""
"6341","Law Offices,",""
"6343"," of course.",""
"6354","Ah,",""
"6356"," yes.",""
"6358"," We plan to install",""
"6360","a telescope in that window,",""
"6363","of course.",""
"6367","Just $5.00 will earn you",""
"6369","three minutes of a ""view to",""
"6371","a kill""!",""
"6375","...",""
"6381","J-",""
"6383","just kidding,",""
"6385"," sir.",""
"6388","Oh ",""
"6390","hoh ",""
"6392","hoh ",""
"6394","hoh!",""
"6400","(By that look in his eyes",""
"6402","I'd say he was more than",""
"6404","serious...)",""
"6417","A simple bed.",""
"6419","It's been recently made.",""
"6422","Nothing eye-catching here.",""
"6430","Ah.",""
"6432"," A still-scene painting.",""
"6435","Wait,",""
"6437"," should that be",""
"6439","""still life""?",""
"6441","Whatever.",""
"6443"," One of those",""
"6445","is hanging on the wall.",""
"6453","Huh?",""
"6455"," There's still a",""
"6457","screwdriver stuck in",""
"6459","that drawer!",""
"6470","Ah,",""
"6472"," please leave that",""
"6474","as it is,",""
"6476"," sir.",""
"6478","That's the ""Drawer of Terror,",""
"6481","Hiding Place of the",""
"6483","Murderer's Wiretap.""",""
"6485","It's set to become one",""
"6487","of the most popular",""
"6489","attractions here.",""
"6495","(This guy's serious!",""
"6498","I don't believe it...)",""
"6512","No clues here.",""
"6521","About Miss May...",""
"6525","Oh,",""
"6527"," her?",""
"6529"," Sir,",""
"6531"," not to boast",""
"6533","but I knew the moment I saw",""
"6535","her...",""
"6540","""She'd do it!""",""
"6543"," I said!",""
"6550","(Do WHAT!?",""
"6552"," I'm starting to",""
"6554","think the most suspicious",""
"6556","person here is this guy!)",""
"6567","I wanted to ask you about",""
"6569","the man who was with",""
"6571","Miss May...?",""
"6575","Ah,",""
"6577"," yes...",""
"6579","He struck me as a real",""
"6582","""Lady Killer,""",""
"6584"," if you'll",""
"6586","pardon the expression.",""
"6588","I knew it from the moment",""
"6590","I saw him,",""
"6592"," sir.",""
"6594","He and I are of the same ilk.",""
"6597","We both carry the scent",""
"6599","of...",""
"6601"," danger.",""
"6607","(There we are in total",""
"6609","agreement,",""
"6611"," Mr. Psycho",""
"6613","Bellboy.)",""
"6619","If you had a photo of",""
"6621","that man,",""
"6623"," I'm quite sure",""
"6625","I could identify him.",""
"6630","(A photo.",""
"6632"," Hmm...)",""
"6643","Could you tell me",""
"6645","about this hotel?",""
"6653","Absolutely!",""
"6657","And on that subject,",""
"6659"," I have",""
"6661","an excellent idea,",""
"6663"," sir!",""
"6665","Currently,",""
"6667"," this hotel",""
"6669","is known as the ""Gatewater.""",""
"6671","I propose that we",""
"6673","add a subtitle!",""
"6677","A subtitle!?",""
"6684","The Gatewater Hotel",""
"6691","-- Murder Manor --",""
"6697","Well?",""
"6702","What do you think?",""
"6706","Um...",""
"6708"," sounds great!",""
"6712","(Whatever floats",""
"6714","your tea set...)",""
"6726","What about this photo?",""
"6730","Well,",""
"6732"," it's a fine photo,",""
"6734"," sir.",""
"6736","However,",""
"6738"," the person",""
"6740","Miss May was accompanied",""
"6742","by was,",""
"6744"," well,",""
"6746"," a man.",""
"6752","(Oh...",""
"6754"," yeah.",""
"6756"," Right.)",""
"6768","Take a look at this photo.",""
"6772","...",""
"6777","That's him,",""
"6779"," Detective.",""
"6785","Um...",""
"6787"," I'm the lawyer.",""
"6792","Oh,",""
"6794"," I know that!",""
"6796","I just wanted to say ",""
"6798","""Detective"" once.",""
"6800"," ",""
"6802","You know how it is.",""
"6807","(No.",""
"6809"," No I don't.)",""
"6816","Without a doubt,",""
"6818"," that is the",""
"6820","man who checked in with",""
"6822","Miss April May.",""
"6824","How about I write an affidavit",""
"6826","swearing that that's him!",""
"6830","An affidavit?",""
"6835","(This guy is way too",""
"6837","excited about this...)",""
"6848","Well,",""
"6850"," sure.",""
"6852"," Why not?",""
"6859","Yes!",""
"6861","I've always wanted to",""
"6863","write an affidavit,",""
"6865"," sir.",""
"6867","From hence forth I will ",""
"6869","be known as ""The Bellboy",""
"6871","who swore the affidavit""!",""
"6878","Just hurry up and write it.",""
"6884","Bellboy's Affidavit added",""
"6886","to the Court Record.",""
"6894","(Not even Miss May",""
"6896","can play dumb to this!)",""
"6908","Well thanks",""
"6910",",",""
"6912"," but I don't",""
"6914","think that will be necessary.",""
"6918","Oh?",""
"6920"," Oh,",""
"6922"," I see.",""
"6924"," Well later",""
"6926","then,",""
"6928"," if you need it.",""
"6939","Sorry to press the",""
"6941","matter,",""
"6943"," but are you",""
"6945","sure this is him?",""
"6949","I,",""
"6951"," too,",""
"6953"," am sorry to press",""
"6955","the matter,",""
"6957"," but that is",""
"6959","him,",""
"6961"," Detective!",""
"6966","Umm...",""
"6968"," thanks.",""
"6978","Thanks for this.",""
"6982","No no no,",""
"6984"," not at all,",""
"6986"," sir!",""
"6990","I hope you'll use it",""
"6993","to take that Miss May",""
"6995","down hard,",""
"6997"," sir!",""
"6999"," Hard!",""
"7006","(Why do I sense an unhealthy",""
"7008","level of excitement behind",""
"7010","that unchanging smile?)",""
"7013","(His tea set is rattling!)",""
"7023","I'm sorry...",""
"7025","All I could think about during",""
"7027","the trial was the hotel...",""
"7029","I wasn't paying much attention",""
"7031","to the evidence.",""
"7041","Hmm.",""
"7043"," The bellboy ",""
"7045","seems to be out.",""
"7048","Huh?",""
"7050"," The sound of water",""
"7052","coming from the shower...",""
"7058","""La-dee-da!",""
"7060"," Money-Makin'...",""
"7063","Money-Makin'...",""
"7065"," I got the",""
"7067","Money-Makin'",""
"7069"," blu",""
"7071","uuues...""",""
"7075","Someone seems to enjoy",""
"7077","washing the showers.",""
"7085","A vase,",""
"7087"," as expected.",""
"7089","I'm not good with flower",""
"7091","names,",""
"7093"," except maybe tulips",""
"7095","and sunflowers.",""
"7103","A bottle and two glasses",""
"7105","rest on the table.",""
"7107","I'd better not touch them.",""
"7110","No telling what the bellboy",""
"7112","would do to me.",""
"7120","Nice weather again today.",""
"7122","I can see the Fey ＆ Co.",""
"7124","Law Offices,",""
"7126"," of course.",""
"7134","A simple bed.",""
"7136","It's been recently made.",""
"7139","Nothing eye-catching here.",""
"7147","Ah.",""
"7149"," A still-scene painting.",""
"7152","Wait,",""
"7154"," should that be",""
"7156","""still life""?",""
"7158","Whatever.",""
"7160"," One of those",""
"7162","is hanging on the wall.",""
"7170","The screwdriver is still",""
"7172","stuck in the drawer.",""
"7174","I'd better not touch it.",""
"7177","No telling what the bellboy",""
"7179","would do to me.",""
"7188","No clues here.",""
"7204","September 7",""
"7206","Bluecorp Inc.",""
"7208","CEO's Office",""
"7218","...",""
"7222","(What's with the surreal",""
"7224","décor...?)",""
"7231","Welcome!",""
"7233"," Please furnish ",""
"7235","me with the title of your",""
"7237","personage!",""
"7241","(",""
"7245","What the...?)",""
"7255","Your name!",""
"7258","What's your name?",""
"7260","I was just inquirably asking",""
"7262","the title that you go by.",""
"7266","Uh...",""
"7268"," ",""
"7270","Wright.",""
"7272"," Phoenix Wright.",""
"7277","(""Inquirably""...?)",""
"7283","Mr. Wright,",""
"7285"," is it?",""
"7289","Right,",""
"7291"," I see...",""
"7294","Splendiferous.",""
"7296","Perhaps I have intimidated",""
"7298","you with my giantesque",""
"7300","vocabulary...?",""
"7305","(What is this guy's problem!)",""
"7310","I'm Redd White,",""
"7312"," CEO of",""
"7314","Bluecorp.",""
"7316"," You know,",""
"7319","Corporate Expansion Official?",""
"7322","My business dealings",""
"7324","bring me into contact with",""
"7326","the elite of the elite.",""
"7329","So I'm afraid I am not",""
"7331","used to conversing with the",""
"7333","wordily-challenged.",""
"7341","(What a fruitcake!)",""
"7347","Hmmm,",""
"7349"," let me guess...",""
"7352","You are an attorney fresh out",""
"7354","of law school,",""
"7356"," are you not?",""
"7359","That's the only explanation",""
"7361","for why you would come to",""
"7363","meet me like this!",""
"7370","(What does he mean by that?)",""
"7375","No matter.",""
"7377","So,",""
"7379"," what business does a",""
"7381","""mighty"" lawyer have with",""
"7383","a man such as myself?",""
"7389","(Yipes!",""
"7391"," This guy's arrogance",""
"7393","meter is off the scale!)",""
"7407","...",""
"7412","Mr. Wrong,",""
"7414"," was it?",""
"7419","Wright.",""
"7423","It appears you do not fully",""
"7425","grasp your position here.",""
"7428","I ask again.",""
"7431"," Who are you?",""
"7438","Umm...",""
"7440"," huh?",""
"7442"," A lawyer?",""
"7446","No,",""
"7448"," my feeble friend.",""
"7452","A ""mere"" lawyer.",""
